transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,hour_of_day,day_of_week,risk_label,historical_avg_amount,amount_deviation
TXN000981,50:16.2,USER0929,MERCHANT0171,397.74,Entertainment,Recharge,Chennai,Web,Google Pay,13,Friday,0,744.21,-346.47
TXN000982,09:43.8,USER0404,MERCHANT0125,277.4,Utilities,P2P,Hyderanbad,Android,Paytm,18,Friday,0,277.4,0
TXN000983,29:11.4,USER0607,MERCHANT0065,68.93,Shopping,P2P,Pune,ios,Google Pay,22,Friday,0,68.93,0
TXN000984,48:38.9,USER0578,MERCHANT0403,172.83,Food,P2P,Delhi,Web,Google Pay,2,Saturday,1,172.83,0
TXN000985,08:06.5,USER0679,MERCHANT0290,180.62,Healthcare,Bill Payment,Chennai,ios,Google Pay,7,Saturday,0,180.62,0
TXN000986,27:34.1,USER0028,MERCHANT0106,56.92,Healthcare,Bill Payment,Chennai,ios,Google Pay,11,Saturday,0,183.29,-126.37
TXN000987,47:01.6,USER0086,MERCHANT0036,815.17,Utilities,Bill Payment,Pune,Web,PhonePe,15,Saturday,0,815.17,0
TXN000988,06:29.2,USER0659,MERCHANT0425,435.88,Entertainment,P2M,Chennai,Web,BHIM,20,Saturday,0,346.1,89.78
TXN000989,25:56.8,USER0439,MERCHANT0392,145.33,Utilities,Recharge,Hyderanbad,Android,Paytm,0,Sunday,1,112.56,32.77
TXN000990,45:24.3,USER0139,MERCHANT0284,186.21,Food,P2M,Chennai,Web,Paytm,4,Sunday,1,186.21,0
TXN000991,04:51.9,USER0888,MERCHANT0107,223.27,Healthcare,P2M,Bangalore,ios,BHIM,9,Sunday,0,211.51,11.76
TXN000992,24:19.5,USER0473,MERCHANT0301,23.53,Food,P2P,Chennai,ios,Paytm,13,Sunday,0,23.53,0
TXN000993,43:47.0,USER0187,MERCHANT0111,141.57,Travel,P2P,Delhi,Android,Google Pay,17,Sunday,0,141.57,0
TXN000994,03:14.6,USER0052,MERCHANT0417,91.65,Utilities,P2M,Hyderanbad,Web,PhonePe,22,Sunday,0,113.63,-21.98
TXN000995,22:42.2,USER0267,MERCHANT0446,66.58,Healthcare,Recharge,Delhi,ios,Google Pay,2,Monday,1,66.58,0
TXN000996,42:09.7,USER0389,MERCHANT0120,136.85,Grocery,Bill Payment,Pune,ios,Google Pay,6,Monday,0,118.4,18.45
TXN000997,01:37.3,USER0336,MERCHANT0169,1094.1,Healthcare,P2M,Chennai,ios,PhonePe,11,Monday,0,1094.1,0
TXN000998,21:04.9,USER0217,MERCHANT0397,344.07,Grocery,P2M,Hyderanbad,ios,Paytm,15,Monday,0,268.52,75.55
TXN000999,40:32.4,USER0466,MERCHANT0076,102.39,Utilities,Recharge,Pune,ios,PhonePe,19,Monday,1,376.42,-274.03
TXN001000,00:00.0,USER0335,MERCHANT0404,321.37,Food,Recharge,Delhi,Web,BHIM,0,Tuesday,1,203.27,118.1
